,Unnamed: 0,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
636,637,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56404,-58.43864",250000.0,USD,3790600.0,250000.0,,77.0,,3246.753247,11.0,3.0,,http://belgrano.properati.com.ar/10vj5_venta_departamentos_palermo_balcon_lavadero_luminoso_vista_lujoso_electrogeno_garage_impecable_aire-acondicionado_losa-radiante_doble-circulacion_re-max-liberty
643,644,sell,apartment,|Argentina|Capital Federal|San Nicol�s|,"-34.6001061,-58.3793374",112000.0,USD,1698188.8,112000.0,72.0,72.0,1555.555556,1555.555556,,4.0,,http://san-nicolas.properati.com.ar/xx1n_venta_departamentos_san-nicolas_luminoso_lexinton-propiedades_cbn
646,647,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.615972,-58.430083",120000.0,USD,1819488.0,120000.0,42.0,37.0,2857.142857,3243.243243,,1.0,,http://caballito.properati.com.ar/11xuf_venta_departamentos_caballito_baulera_garage_placard_geraci-propiedades
664,665,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.574731,-58.478951",189000.0,USD,2865693.6,189000.0,,84.0,,2250.0,,3.0,,http://villa-urquiza.properati.com.ar/uv6f_venta_departamentos_villa-pueyrredon
665,666,sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.5981092,-58.4975629",95000.0,USD,1440428.0,95000.0,57.0,49.0,1666.666667,1938.77551,,3.0,,http://villa-del-parque.properati.com.ar/11tv5_venta_departamentos_villa-del-parque_balcon_lavadero_luminoso_inmobinet
667,668,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.602148,-58.426806",116000.0,USD,1758838.4,116000.0,,47.0,,2468.085106,,2.0,,http://almagro.properati.com.ar/11zii_venta_departamentos_almagro_piscina_terraza_garage_amenities_placard_re-max-liberty-ii
668,669,sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.6335163,-58.4229282",85000.0,USD,1288804.0,85000.0,43.0,43.0,1976.744186,1976.744186,,,,http://boedo.properati.com.ar/p2rm_venta_departamentos_boedo
682,683,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6285036,-58.4271703",71500.0,USD,1084111.6,71500.0,42.0,42.0,1702.380952,1702.380952,6.0,2.0,510.0,http://caballito.properati.com.ar/104dx_venta_departamentos_caballito_lavadero_merchan-gluck-negocios-inmobiliarios-srl
684,685,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5413289,-58.473409",37983.0,USD,575913.43,37983.0,60.0,47.0,633.05,808.1489362,5.0,2.0,,http://nunez.properati.com.ar/107x7_venta_departamentos_nunez_terraza_garage_aire-acondicionado_eduardo-bertolotti-propiedades
687,688,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.636739,-58.498882",110000.0,USD,1667864.0,110000.0,,41.0,,2682.926829,,3.0,,http://villa-luro.properati.com.ar/114uj_venta_departamentos_velez-sarsfield_lavadero_garage_impecable_re-max-urbana
689,690,sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.603933,-58.376359",120000.0,USD,1819488.0,120000.0,,67.0,,1791.044776,,4.0,,http://centro-microcentro.properati.com.ar/12e5f_venta_departamentos_centro-microcentro_toilette_dependencias_impecable_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_re-max-splendid
695,696,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5990666,-58.4134843",90000.0,USD,1364616.0,90000.0,40.0,40.0,2250.0,2250.0,,2.0,,http://palermo.properati.com.ar/12tzf_venta_departamentos_palermo_lavadero_luminoso_subte-linea-b_migliorisi-propiedades_dkd
699,700,sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,"-34.6421604,-58.423024",85000.0,USD,1288804.0,85000.0,51.0,47.0,1666.666667,1808.510638,4.0,2.0,,http://parque-chacabuco.properati.com.ar/jmf5_venta_departamento_parque-chacabuco_la-plata-av-_2300
710,711,sell,apartment,|Argentina|Capital Federal|Barracas|,,95000.0,USD,1440428.0,95000.0,185.0,98.0,513.5135135,969.3877551,,5.0,,http://barracas.properati.com.ar/11hci_venta_departamentos_barracas_lavadero_parrilla_patio_terraza_di-mitrio-inmobiliaria_90i
719,720,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6036844,-58.3815591",105000.0,USD,1592052.0,105000.0,37.0,37.0,2837.837838,2837.837838,,2.0,1700.0,http://villa-crespo.properati.com.ar/zgrx_venta_departamentos_villa-crespo_placard_goldstein-propiedades-srl_9yp
720,721,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.643906,-58.449025",58000.0,USD,879419.2,58000.0,,59.0,,983.0508475,7.0,4.0,,http://flores.properati.com.ar/10ti4_venta_departamentos_palermo_balcon_luminoso_garage_re-max-cosmopolita
721,722,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6176481,-58.4619167",1648669.0,ARS,1644093.14,108432.25,50.0,45.0,2168.645,36637.08889,,1.0,,http://caballito.properati.com.ar/zsi7_venta_departamentos_caballito_balcon_nucifora-propiedades_crr
723,724,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5973156703,-58.3966103021",250000.0,USD,3790600.0,250000.0,100.0,100.0,2500.0,2500.0,,3.0,5000.0,http://barrio-norte.properati.com.ar/r9hk_venta_departamentos_barrio-norte
734,735,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5731012,-58.4611833",265000.0,USD,4018036.0,265000.0,80.0,80.0,3312.5,3312.5,,3.0,4600.0,http://belgrano.properati.com.ar/z2qp_venta_departamentos_belgrano_balcon_baulera_toilette_luminoso_dependencias_garage_belga-inmobiliaria
735,736,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5583606,-58.4481081",79000.0,USD,1197829.6,79000.0,35.0,35.0,2257.142857,2257.142857,2.0,,,http://belgrano.properati.com.ar/w0w0_venta_departamentos_belgrano_montaneses_2000
736,737,sell,apartment,|Argentina|Capital Federal|Villa Pueyrred�n|,"-34.586418,-58.504636",81360.0,USD,1233612.86,81360.0,,36.0,,2260.0,1.0,1.0,,http://villa-pueyrredon.properati.com.ar/zkyi_venta_departamentos_villa-pueyrredon_balcon_garage_amoblado_devoto
745,746,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5801265,-58.425019",108000.0,USD,1637539.2,108000.0,42.0,38.0,2571.428571,2842.105263,,2.0,2225.0,http://palermo.properati.com.ar/12ipn_venta_departamentos_palermo_balcon_placard_aire-acondicionado_subte-linea-d_cabildo-500
752,753,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.61098,-58.417856",128260.0,USD,1944729.42,128260.0,53.0,48.0,2420.0,2672.083333,,2.0,,http://almagro.properati.com.ar/u70n_venta_departamentos_almagro
766,767,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5978249,-58.416439",136000.0,USD,2062086.4,136000.0,50.0,45.0,2720.0,3022.222222,,1.0,1000.0,http://barrio-norte.properati.com.ar/11s88_venta_departamentos_barrio-norte_asempro_dcw
771,772,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5988783,-58.4320965",210000.0,USD,3184104.0,210000.0,104.0,95.0,2019.230769,2210.526316,,4.0,,http://palermo.properati.com.ar/10b1n_venta_departamentos_palermo_balcon_toilette_dependencias_migliorisi-propiedades_cy0
774,775,sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.626917,-58.425295",1987700.0,ARS,1982183.12,130730.17,58.0,50.0,2253.968448,39754.0,4.0,2.0,,http://boedo.properati.com.ar/nnnq_venta_departamentos_boedo_san-juan-av-_4200
783,784,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.576241,-58.485449",166000.0,USD,2516958.4,166000.0,,57.0,,2912.280702,,3.0,,http://villa-urquiza.properati.com.ar/11uob_venta_departamentos_villa-urquiza_patio_cramer
801,802,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6015602,-58.4343171",156000.0,USD,2365334.4,156000.0,79.0,70.0,1974.683544,2228.571429,,4.0,3600.0,http://almagro.properati.com.ar/10mx1_venta_departamentos_almagro_lavadero_luminoso_lujoso_garage_amoblado_goldstein-propiedades-srl_9yp
817,818,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6207509,-58.4365858",165000.0,USD,2501796.0,165000.0,65.0,62.0,2538.461538,2661.290323,,4.0,2890.0,http://caballito.properati.com.ar/11cbi_venta_departamentos_caballito_balcon_lavadero_luminoso_impecable_guidetti
819,820,sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.6267687,-58.4252038",1157000.0,ARS,1153788.74,76095.39,39.0,35.0,1951.163846,33057.14286,,,,http://boedo.properati.com.ar/vl3n_venta_departamentos_boedo
840,841,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.623771,-58.440083",184000.0,USD,2789881.6,184000.0,,63.0,,2920.634921,,3.0,,http://caballito.properati.com.ar/1052t_venta_departamentos_caballito_balcon_toilette_lujoso_garage_caballito
844,845,sell,apartment,|Argentina|Capital Federal|,,133000.0,USD,2016599.2,133000.0,,50.0,,2660.0,,2.0,,http://capital-federal.properati.com.ar/11cjt_venta_departamentos_capital-federal_balcon_lujoso_placard_el-trebol-morana-inmuebles-servicios
861,862,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5688712,-58.4884216",94635.0,USD,1434893.72,94635.0,41.0,38.0,2308.170732,2490.394737,,1.0,,http://villa-urquiza.properati.com.ar/12pyl_venta_departamentos_villa-urquiza_balcon_garage_subte-linea-b_le-bleu
873,874,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.590836,-58.389015",184150.0,USD,2792155.96,184150.0,42.0,36.0,4384.52381,5115.277778,,1.0,,http://recoleta.properati.com.ar/11y2r_venta_departamentos_recoleta_balcon_hidromasaje_luminoso_lujoso_baireslodge-com
876,877,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.555221,-58.455583",179500.0,USD,2721650.8,179500.0,,70.0,,2564.285714,3.0,2.0,,http://belgrano.properati.com.ar/rrjn_venta_departamentos_belgrano
891,892,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6146153,-58.4040591",64000.0,USD,970393.6,64000.0,34.0,34.0,1882.352941,1882.352941,,,,http://once.properati.com.ar/ehun_venta_departamento_once
893,894,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5877285,-58.4112605",280000.0,USD,4245472.0,280000.0,115.0,75.0,2434.782609,3733.333333,,3.0,2500.0,http://palermo.properati.com.ar/ys2y_venta_departamentos_palermo_balcon_baulera_lavadero_terraza_luminoso_placard_korn-emprendimientos
898,899,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5631975,-58.4642925",106000.0,USD,1607214.4,106000.0,43.0,43.0,2465.116279,2465.116279,,1.0,,http://belgrano.properati.com.ar/u00b_venta_departamentos_belgrano
901,902,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6119413,-58.4423251",99000.0,USD,1501077.6,99000.0,57.0,48.0,1736.842105,2062.5,,,,http://caballito.properati.com.ar/12uah_venta_departamentos_caballito_patio_luminoso_estudio-af_dkq
903,904,sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.60808733,-58.43089266",105500.0,USD,1599633.2,105500.0,50.0,46.0,2110.0,2293.478261,,2.0,,http://parque-centenario.properati.com.ar/10b0k_venta_departamentos_parque-centenario_luminoso_lujoso_migliorisi-propiedades_cy0
910,911,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5831329,-58.4208369",165000.0,USD,2501796.0,165000.0,63.0,61.0,2619.047619,2704.918033,,3.0,,http://palermo.properati.com.ar/11m8o_venta_departamentos_palermo_lavadero_migliorisi-propiedades_cy0
914,915,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6132035,-58.4120075",120000.0,USD,1819488.0,120000.0,85.0,85.0,1411.764706,1411.764706,1.0,3.0,1600.0,http://almagro.properati.com.ar/y3zh_venta_departamentos_almagro_lavadero_dependencias_placard_auge-propiedades
915,916,sell,apartment,|Argentina|Capital Federal|Parque Chas|,"-34.584814,-58.481222",93000.0,USD,1410103.2,93000.0,,47.0,,1978.723404,12.0,2.0,,http://parque-chas.properati.com.ar/115qv_venta_departamentos_villa-general-mitre_lavadero_luminoso_impecable_placard_re-max-ayres
922,923,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5889201,-58.4002698",149000.0,USD,2259197.6,149000.0,43.0,35.0,3465.116279,4257.142857,,1.0,1100.0,http://barrio-norte.properati.com.ar/11omk_venta_departamentos_barrio-norte_balcon_luminoso_lujoso_garage_latitud-ns_dck
932,933,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6385261,-58.5058609",185000.0,USD,2805044.0,185000.0,104.0,63.0,1778.846154,2936.507937,,,,http://villa-luro.properati.com.ar/e6f5_venta_departamento_villa-luro
945,946,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6055229,-58.4057152",57000.0,USD,864256.8,57000.0,33.0,33.0,1727.272727,1727.272727,,,,http://balvanera.properati.com.ar/12g8d_venta_departamentos_balvanera_subte-linea-b_subte-linea-a_subte-linea-h_zarlenga-inmobiliaria_bcl
947,948,sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5817888,-58.449509",122000.0,USD,1849812.8,122000.0,49.0,43.0,2489.795918,2837.209302,3.0,2.0,,http://colegiales.properati.com.ar/12vsd_venta_departamentos_colegiales_balcon_baulera_hidromasaje_parrilla_sum_terraza_garage_amenities_estrenar_subte-linea-b_vivir-propiedades
953,954,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5427503,-58.4601452",181000.0,USD,2744394.4,181000.0,137.0,47.0,1321.167883,3851.06383,,2.0,,http://nunez.properati.com.ar/12tsi_venta_departamentos_nunez_zuker-propiedades_dke
954,955,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5870824,-58.408834",330000.0,USD,5003592.0,330000.0,84.0,77.0,3928.571429,4285.714286,,2.0,4940.0,http://barrio-norte.properati.com.ar/vup4_venta_departamentos_barrio-norte
959,960,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6120655,-58.4057337",150000.0,USD,2274360.0,150000.0,85.0,85.0,1764.705882,1764.705882,8.0,4.0,3100.0,http://once.properati.com.ar/zvg3_venta_departamentos_once_lavadero_toilette_luminoso_dependencias_garage_impecable_placard_aire-acondicionado_eduardo-bertolotti-propiedades
975,976,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.600257,-58.452734",130000.0,USD,1971112.0,130000.0,,70.0,,1857.142857,7.0,3.0,,http://villa-crespo.properati.com.ar/11jgj_venta_departamentos_villa-crespo_balcon_lavadero_terraza_luminoso_placard_doble-circulacion_re-max-splendid
985,986,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5444571,-58.4790724",115000.0,USD,1743676.0,115000.0,53.0,47.0,2169.811321,2446.808511,,2.0,,http://saavedra.properati.com.ar/11s1f_venta_departamentos_saavedra_balcon_parrilla_terraza_placard_estrenar_ruiz-propiedades_cd6
996,997,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6256447,-58.4611155",83850.0,USD,1271367.24,83850.0,42.0,38.0,1996.428571,2206.578947,,,,http://flores.properati.com.ar/eac7_venta_departamento_flores
1006,1007,sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,"-34.6429903,-58.4386944",2972713.0,ARS,2964462.23,195514.05,128.0,85.0,1527.453516,34973.09412,,3.0,,http://parque-chacabuco.properati.com.ar/z43j_venta_departamentos_parque-chacabuco_balcon_terraza_izrastzoff-agentes-inmobiliarios
1009,1010,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5774559,-58.4247302",107000.0,USD,1622376.8,107000.0,45.0,40.0,2377.777778,2675.0,6.0,1.0,1700.0,http://palermo.properati.com.ar/z1xl_venta_departamentos_palermo_balcon_parrilla_sum_garage_estela-da-onofrio-propiedades
1011,1012,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.569348,-58.442799",189000.0,USD,2865693.6,189000.0,148.0,72.0,1277.027027,2625.0,,3.0,,http://belgrano.properati.com.ar/rtxd_venta_departamentos_belgrano
1016,1017,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.545956,-58.470246",139500.0,USD,2115154.8,139500.0,62.0,54.0,2250.0,2583.333333,,3.0,,http://nunez.properati.com.ar/11o0j_venta_departamentos_nunez_balcon_lavadero_andereggen-propiedades
1029,1030,sell,apartment,|Argentina|Capital Federal|Villa General Mitre|,"-34.6066665,-58.4661483",92000.0,USD,1394940.8,92000.0,60.0,60.0,1533.333333,1533.333333,,,,http://villa-general-mitre.properati.com.ar/zzpt_venta_departamentos_villa-general-mitre_balcon_lavadero_patio_luminoso_electrogeno_placard_sd-propiedades
1045,1046,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.536471,-58.4687",128000.0,USD,1940787.2,128000.0,,32.0,,4000.0,14.0,2.0,,http://nunez.properati.com.ar/11rnv_venta_departamentos_nunez_garage_palermo-nuevo
1052,1053,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6300503,-58.4537324",230000.0,USD,3487352.0,230000.0,67.0,60.0,3432.835821,3833.333333,,3.0,2800.0,http://flores.properati.com.ar/102as_venta_departamentos_flores_balcon_baulera_hidromasaje_toilette_garage_aire-acondicionado_losa-radiante_grupo-mega-flores
1055,1056,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.573337,-58.482207",226000.0,USD,3426702.4,226000.0,,91.0,,2483.516484,8.0,4.0,,http://villa-urquiza.properati.com.ar/uj9t_venta_departamentos_villa-pueyrredon
1057,1058,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6177447,-58.3830086",107000.0,USD,1622376.8,107000.0,58.0,49.0,1844.827586,2183.673469,,,,http://monserrat.properati.com.ar/11wkz_venta_departamentos_monserrat_mankul-bienes-raices
1060,1061,sell,apartment,|Argentina|Capital Federal|Villa Ortuzar|,"-34.5783681,-58.4674728",134000.0,USD,2031761.6,134000.0,58.0,54.0,2310.344828,2481.481481,,2.0,1000.0,http://villa-ortuzar.properati.com.ar/11wjs_venta_departamentos_villa-ortuzar_balcon_parrilla_toilette_vestidor_lujoso_garage_impecable_rhr-real-estate_cwt
1061,1062,sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.6182787,-58.5005212",97000.0,USD,1470752.8,97000.0,51.0,45.0,1901.960784,2155.555556,,2.0,750.0,http://villa-devoto.properati.com.ar/12vx5_venta_departamentos_villa-devoto_balcon_garage_placard_antorcha-hijos-propiedades
1065,1066,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5746861,-58.4204026",370000.0,USD,5610088.0,370000.0,95.0,86.0,3894.736842,4302.325581,,3.0,5700.0,http://palermo.properati.com.ar/12mst_venta_departamentos_palermo_balcon_baulera_hidromasaje_lavadero_toilette_luminoso_vista_lujoso_placard_doble-circulacion_subte-linea-d_covello-propiedades_9ij
1066,1067,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5977228,-58.4304234",1252757.0,ARS,1249279.86,82393.28,37.0,34.0,2226.845405,36845.79412,,1.0,,http://villa-crespo.properati.com.ar/rd61_venta_departamentos_villa-crespo_jufre_100
1085,1086,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5469954989,-58.4787410582",66605.0,USD,1009891.65,66605.0,40.0,35.0,1665.125,1903.0,,1.0,,http://saavedra.properati.com.ar/11kuh_venta_departamentos_saavedra_sum_terraza_garage_nucifora-propiedades_cro
1100,1101,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6044676,-58.4147628",110000.0,USD,1667864.0,110000.0,62.0,51.0,1774.193548,2156.862745,,2.0,,http://almagro.properati.com.ar/111gp_venta_departamentos_almagro_migliorisi-propiedades_cy0
1107,1108,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5992637343,-58.3944425",100000.0,USD,1516240.0,100000.0,42.0,42.0,2380.952381,2380.952381,,,,http://barrio-norte.properati.com.ar/109hs_venta_departamentos_barrio-norte_luminoso_placard_martinez-propiedades
1109,1110,sell,apartment,|Argentina|Capital Federal|Villa Lugano|,"-34.685112,-58.462375",52000.0,USD,788444.8,52000.0,,49.0,,1061.22449,14.0,3.0,,http://villa-lugano.properati.com.ar/12smq_venta_departamentos_villa-lugano_lavadero_luminoso_vista_placard_subte-premetro_re-max-lagos
1119,1120,sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5822701,-58.4497051",213000.0,USD,3229591.2,213000.0,121.0,84.0,1760.330579,2535.714286,,3.0,1650.0,http://colegiales.properati.com.ar/szw3_venta_departamentos_colegiales_maure_3500
1120,1121,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5538467,-58.4920942",3273780.0,ARS,3264693.67,215315.1,103.0,85.0,2090.437864,38515.05882,5.0,4.0,,http://saavedra.properati.com.ar/uk1e_venta_departamentos_saavedra_ruiz-huidobro-av-_4600
1123,1124,sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578295,-58.449588",245000.0,USD,3714788.0,245000.0,,90.0,,2722.222222,,2.0,,http://colegiales.properati.com.ar/yzc9_venta_departamentos_colegiales_baulera_estrenar_belgrano
